cancer_site,state,age_group,count,population,crude_rate_100k
IX(d) Other specified soft tissue sarcomas,Virginia,15-19 years,80,12414081,0.6400000000000001
IX(d) Other specified soft tissue sarcomas,Virginia,5-9 years,33,11544105,0.29
IX(d) Other specified soft tissue sarcomas,Washington,1-4 years,20,7867141,0.25
IX(d) Other specified soft tissue sarcomas,Washington,10-14 years,51,10327779,0.49000000000000005
IX(d) Other specified soft tissue sarcomas,Washington,15-19 years,104,10378779,1
IX(d) Other specified soft tissue sarcomas,Washington,5-9 years,23,9996474,0.22999999999999998
IX(d) Other specified soft tissue sarcomas,West Virginia,10-14 years,16,2539200,0.63
IX(d) Other specified soft tissue sarcomas,West Virginia,15-19 years,22,2702062,0.81
IX(d) Other specified soft tissue sarcomas,Wisconsin,1-4 years,19,6332140,0.30000000000000004
IX(d) Other specified soft tissue sarcomas,Wisconsin,10-14 years,33,8870911,0.37000000000000005
IX(d) Other specified soft tissue sarcomas,Wisconsin,15-19 years,73,9269366,0.79
IX(e) Unspecified soft tissue sarcomas,Alabama,15-19 years,21,7638677,0.27
IX(e) Unspecified soft tissue sarcomas,Alaska,< 1 year,0,239124,0
IX(e) Unspecified soft tissue sarcomas,Arizona,15-19 years,16,10095459,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,California,1-4 years,24,45553226,0.05
IX(e) Unspecified soft tissue sarcomas,California,10-14 years,79,60367276,0.13
IX(e) Unspecified soft tissue sarcomas,California,15-19 years,105,60988865,0.17
IX(e) Unspecified soft tissue sarcomas,California,5-9 years,42,57817061,0.06999999999999999
IX(e) Unspecified soft tissue sarcomas,California,< 1 year,24,11344110,0.21000000000000002
IX(e) Unspecified soft tissue sarcomas,Delaware,5-9 years,0,1272824,0
IX(e) Unspecified soft tissue sarcomas,District of Columbia,10-14 years,0,657751,0
IX(e) Unspecified soft tissue sarcomas,District of Columbia,5-9 years,0,711036,0
IX(e) Unspecified soft tissue sarcomas,Florida,10-14 years,44,26464457,0.17
IX(e) Unspecified soft tissue sarcomas,Florida,15-19 years,73,27141887,0.27
IX(e) Unspecified soft tissue sarcomas,Florida,5-9 years,29,24853995,0.12
IX(e) Unspecified soft tissue sarcomas,Georgia,10-14 years,35,15873183,0.22000000000000003
IX(e) Unspecified soft tissue sarcomas,Georgia,15-19 years,43,15860044,0.27
IX(e) Unspecified soft tissue sarcomas,Georgia,5-9 years,16,15251004,0.1
IX(e) Unspecified soft tissue sarcomas,Illinois,1-4 years,18,15118124,0.12
IX(e) Unspecified soft tissue sarcomas,Illinois,10-14 years,44,20314300,0.22000000000000003
IX(e) Unspecified soft tissue sarcomas,Illinois,15-19 years,35,20552912,0.17
IX(e) Unspecified soft tissue sarcomas,Illinois,5-9 years,20,19386015,0.1
IX(e) Unspecified soft tissue sarcomas,Indiana,15-19 years,17,9778770,0.17
IX(e) Unspecified soft tissue sarcomas,Iowa,15-19 years,16,5091669,0.31000000000000005
IX(e) Unspecified soft tissue sarcomas,Iowa,< 1 year,0,882147,0
IX(e) Unspecified soft tissue sarcomas,Kansas,< 1 year,0,883860,0
IX(e) Unspecified soft tissue sarcomas,Kentucky,1-4 years,0,5029496,0
IX(e) Unspecified soft tissue sarcomas,Maine,< 1 year,0,301535,0
IX(e) Unspecified soft tissue sarcomas,Maryland,15-19 years,24,9046383,0.27
IX(e) Unspecified soft tissue sarcomas,Massachusetts,15-19 years,25,10537941,0.24
IX(e) Unspecified soft tissue sarcomas,Michigan,10-14 years,30,15899361,0.19
IX(e) Unspecified soft tissue sarcomas,Michigan,15-19 years,39,16468910,0.24
IX(e) Unspecified soft tissue sarcomas,Mississippi,< 1 year,0,741996,0
IX(e) Unspecified soft tissue sarcomas,Montana,1-4 years,0,1092655,0
IX(e) Unspecified soft tissue sarcomas,Montana,< 1 year,0,268697,0
IX(e) Unspecified soft tissue sarcomas,New Hampshire,5-9 years,0,1771669,0
IX(e) Unspecified soft tissue sarcomas,New Jersey,10-14 years,19,13700943,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,New Jersey,15-19 years,22,13405538,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,New Mexico,1-4 years,0,2458592,0
IX(e) Unspecified soft tissue sarcomas,New Mexico,< 1 year,0,606097,0
IX(e) Unspecified soft tissue sarcomas,New York,10-14 years,54,28734343,0.19
IX(e) Unspecified soft tissue sarcomas,New York,15-19 years,82,30230461,0.27
IX(e) Unspecified soft tissue sarcomas,New York,5-9 years,33,27394347,0.12
IX(e) Unspecified soft tissue sarcomas,North Carolina,10-14 years,21,14407853,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,North Carolina,15-19 years,37,14736669,0.25
IX(e) Unspecified soft tissue sarcomas,North Dakota,1-4 years,0,836898,0
IX(e) Unspecified soft tissue sarcomas,Ohio,10-14 years,30,18150108,0.17
IX(e) Unspecified soft tissue sarcomas,Ohio,15-19 years,30,18587275,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Pennsylvania,10-14 years,27,18713236,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Pennsylvania,15-19 years,36,20112434,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Rhode Island,< 1 year,0,263285,0
IX(e) Unspecified soft tissue sarcomas,South Dakota,1-4 years,0,962224,0
IX(e) Unspecified soft tissue sarcomas,South Dakota,15-19 years,0,1242334,0
IX(e) Unspecified soft tissue sarcomas,South Dakota,5-9 years,0,1185915,0
IX(e) Unspecified soft tissue sarcomas,South Dakota,< 1 year,0,241934,0
IX(e) Unspecified soft tissue sarcomas,Tennessee,15-19 years,24,9750953,0.25
IX(e) Unspecified soft tissue sarcomas,Texas,1-4 years,32,34339586,0.09000000000000001
IX(e) Unspecified soft tissue sarcomas,Texas,10-14 years,65,43696950,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Texas,15-19 years,112,43234905,0.26
IX(e) Unspecified soft tissue sarcomas,Texas,5-9 years,47,42752621,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Texas,< 1 year,21,8575488,0.24
IX(e) Unspecified soft tissue sarcomas,Vermont,5-9 years,0,803641,0
IX(e) Unspecified soft tissue sarcomas,Vermont,< 1 year,0,139410,0
IX(e) Unspecified soft tissue sarcomas,Virginia,10-14 years,16,12010591,0.13
IX(e) Unspecified soft tissue sarcomas,Virginia,15-19 years,29,12414081,0.22999999999999998
IX(e) Unspecified soft tissue sarcomas,Washington,10-14 years,17,10327779,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Washington,15-19 years,24,10378779,0.22999999999999998
IX(e) Unspecified soft tissue sarcomas,Wisconsin,10-14 years,17,8870911,0.19
IX(e) Unspecified soft tissue sarcomas,Wisconsin,15-19 years,24,9269366,0.26
IX(e) Unspecified soft tissue sarcomas,Wyoming,1-4 years,0,651740,0
IX(e) Unspecified soft tissue sarcomas,Wyoming,10-14 years,0,861083,0
IX(e) Unspecified soft tissue sarcomas,Wyoming,5-9 years,0,830117,0
IX(e) Unspecified soft tissue sarcomas,Wyoming,< 1 year,0,161549,0
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,1-4 years,21,5469476,0.38
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,10-14 years,48,7397945,0.65
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,15-19 years,146,7638677,1.9100000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,< 1 year,26,1361419,1.9100000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alaska,15-19 years,27,1168656,2.31
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,1-4 years,35,7848058,0.45
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,10-14 years,68,10094587,0.67
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,15-19 years,320,10095459,3.17
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,5-9 years,22,9792522,0.22000000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,< 1 year,42,1945031,2.16
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,1-4 years,16,3472397,0.45999999999999996
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,10-14 years,31,4554311,0.68
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,15-19 years,84,4612721,1.82
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,1-4 years,169,45553226,0.37000000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,10-14 years,553,60367276,0.9199999999999999
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,15-19 years,2052,60988865,3.3600000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,5-9 years,170,57817061,0.29
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,< 1 year,216,11344110,1.9000000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,1-4 years,18,6020046,0.30000000000000004
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,10-14 years,70,7841777,0.8900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,15-19 years,233,7910284,2.95
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,< 1 year,23,1492902,1.54
"X Germ-cell, trophoblastic and other gonadal neoplasms",Connecticut,10-14 years,33,5495849,0.6000000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Connecticut,15-19 years,132,5663881,2.33
"X Germ-cell, trophoblastic and other gonadal neoplasms",Delaware,10-14 years,16,1333659,1.2000000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Delaware,15-19 years,30,1411125,2.1300000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,1-4 years,61,19531010,0.31000000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,10-14 years,194,26464457,0.73
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,15-19 years,678,27141887,2.5
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,5-9 years,58,24853995,0.22999999999999998
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,< 1 year,94,4872286,1.9300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,1-4 years,38,12030233,0.32000000000000006
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,10-14 years,99,15873183,0.6200000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,15-19 years,348,15860044,2.19
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,5-9 years,38,15251004,0.25
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,< 1 year,62,2996855,2.07
"X Germ-cell, trophoblastic and other gonadal neoplasms",Hawaii,10-14 years,24,1938369,1.2400000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Hawaii,15-19 years,64,1897963,3.3700000000000006
"X Germ-cell, trophoblastic and other gonadal neoplasms",Idaho,15-19 years,85,2784229,3.0500000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,1-4 years,56,15118124,0.37000000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,10-14 years,137,20314300,0.67
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,15-19 years,651,20552912,3.17
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,5-9 years,51,19386015,0.26
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,< 1 year,79,3722515,2.12
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,1-4 years,17,7153917,0.24
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,10-14 years,51,9533841,0.53
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,15-19 years,253,9778770,2.59
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,5-9 years,24,9181922,0.26
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,< 1 year,41,1766128,2.32
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,10-14 years,32,4785289,0.67
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,15-19 years,150,5091669,2.95
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,< 1 year,21,882147,2.3800000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,1-4 years,16,3564818,0.45
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,10-14 years,38,4648026,0.82
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,15-19 years,138,4781351,2.89
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,10-14 years,44,6602154,0.67
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,15-19 years,181,6699792,2.7
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,< 1 year,35,1256613,2.79
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,1-4 years,26,5667613,0.45999999999999996
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,10-14 years,35,7362307,0.48
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,15-19 years,162,7540189,2.15
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,5-9 years,19,7096224,0.27
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,< 1 year,26,1419731,1.83
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,10-14 years,16,1881419,0.8500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,15-19 years,39,2008427,1.94
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,1-4 years,21,6696858,0.31000000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,10-14 years,42,9029000,0.47000000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,15-19 years,199,9046383,2.2
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,< 1 year,16,1667470,0.96
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,1-4 years,24,6855880,0.35000000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,10-14 years,52,9547360,0.54
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,15-19 years,250,10537941,2.37
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,5-9 years,21,8944247,0.22999999999999998
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,< 1 year,42,1695265,2.4800000000000004
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,1-4 years,31,11239256,0.27999999999999997
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,10-14 years,104,15899361,0.65
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,15-19 years,431,16468910,2.62
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,5-9 years,37,14824040,0.25
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,< 1 year,63,2723190,2.31
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,1-4 years,22,6364337,0.35000000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,10-14 years,58,8473091,0.68
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,15-19 years,285,8600532,3.3100000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,5-9 years,23,8134262,0.27999999999999997
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,< 1 year,35,1570360,2.23
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,10-14 years,29,4000675,0.7200000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,15-19 years,75,4133405,1.8100000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,< 1 year,19,741996,2.5600000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,1-4 years,25,6903905,0.36000000000000004
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,10-14 years,45,9282197,0.48
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,15-19 years,242,9524258,2.54
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,5-9 years,18,8840403,0.2
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,< 1 year,35,1715710,2.04
"X Germ-cell, trophoblastic and other gonadal neoplasms",Montana,15-19 years,48,1575496,3.0500000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nebraska,10-14 years,23,2984179,0.77
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nebraska,15-19 years,77,3070717,2.5100000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,10-14 years,29,4107600,0.71
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,15-19 years,128,3865198,3.3100000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,< 1 year,20,797109,2.5100000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Hampshire,15-19 years,55,2108547,2.6100000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,1-4 years,41,10070580,0.41
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,10-14 years,117,13700943,0.8500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,15-19 years,386,13405538,2.8800000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,5-9 years,32,13015487,0.25
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,< 1 year,40,2461972,1.62
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,10-14 years,21,3311369,0.63
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,15-19 years,116,3384754,3.4299999999999997
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,1-4 years,69,21659417,0.32000000000000006
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,10-14 years,241,28734343,0.8400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,15-19 years,812,30230461,2.69
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,5-9 years,82,27394347,0.30000000000000004
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,< 1 year,108,5499284,1.9600000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,1-4 years,29,10909376,0.27
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,10-14 years,108,14407853,0.75
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,15-19 years,333,14736669,2.2600000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,5-9 years,40,13869469,0.29
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,< 1 year,62,2726561,2.27
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Dakota,15-19 years,26,1168114,2.23
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,1-4 years,32,13214951,0.24
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,10-14 years,120,18150108,0.66
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,15-19 years,442,18587275,2.3800000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,5-9 years,25,17175827,0.15000000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,< 1 year,62,3238172,1.9100000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,10-14 years,37,5972495,0.6200000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,15-19 years,133,6135620,2.17
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,< 1 year,22,1160149,1.9000000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,10-14 years,41,5655555,0.7200000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,15-19 years,195,5791934,3.3700000000000006
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,5-9 years,17,5412215,0.31000000000000005
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,1-4 years,36,13237901,0.27
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,10-14 years,122,18713236,0.65
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,15-19 years,513,20112434,2.5500000000000003
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,5-9 years,49,17378898,0.27999999999999997
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,< 1 year,49,3241258,1.51
"X Germ-cell, trophoblastic and other gonadal neoplasms",Rhode Island,15-19 years,42,1794833,2.34
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,1-4 years,25,5226958,0.48
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,10-14 years,31,7014106,0.44000000000000006
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,15-19 years,142,7346855,1.9300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,5-9 years,20,6693916,0.30000000000000004
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Dakota,15-19 years,33,1242334,2.66
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,1-4 years,24,7296317,0.33
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,10-14 years,62,9701894,0.6400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,15-19 years,218,9750953,2.2399999999999998
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,5-9 years,19,9318316,0.2
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,< 1 year,29,1816912,1.6
