cancer_site,state,race,count,population,crude_rate_100k,crude_rate_per_100k
I(d) Myelodysplastic syndrome and other myeloproliferative,Utah,White,21,19991772,0.11000000000000001,0.11
II Lymphoma and reticuloendothelial neoplasms,Utah,White,559,19991772,2.8000000000000003,2.8
II(a) Hodgkin lymphomas,Utah,White,228,19991772,1.1400000000000001,1.14
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Utah,White,198,19991772,0.9900000000000001,0.99
II(c) Burkitt lymphoma,Utah,White,62,19991772,0.31000000000000005,0.31
II(d) Miscellaneous lymphoreticular neoplasms,Utah,White,65,19991772,0.33,0.33
III CNS and misc intracranial and intraspinal neoplasms,Utah,White,698,19991772,3.49,3.49
III(a) Ependymomas and choroid plexus tumor,Utah,White,71,19991772,0.36000000000000004,0.36
III(b) Astrocytomas,Utah,White,359,19991772,1.8,1.8
III(c) Intracranial and intraspinal embryonal tumors,Utah,White,142,19991772,0.71,0.71
III(d) Other gliomas,Utah,White,115,19991772,0.58,0.58
IV Sympathetic nervous system tumors,Utah,White,180,19991772,0.9,0.9
IV(a) Neuroblastoma and ganglioneuroblastoma,Utah,White,170,19991772,0.8500000000000001,0.85
V Retinoblastoma,Utah,White,69,19991772,0.35000000000000003,0.35
VI Renal tumors,Utah,White,124,19991772,0.6200000000000001,0.62
VI(a) Nephroblastoma and other nonepithelial renal tumors,Utah,White,117,19991772,0.5900000000000001,0.59
VII Hepatic tumor,Utah,White,57,19991772,0.29,0.29
VII(a) Hepatoblastoma,Utah,White,45,19991772,0.22999999999999998,0.23
VIII Malignant bone tumors,Utah,White,190,19991772,0.9500000000000001,0.95
VIII(a) Osteosarcomas,Utah,White,97,19991772,0.49000000000000005,0.49
VIII(c) Ewing tumor and related sarcomas of bone,Utah,White,75,19991772,0.38,0.38
IX Soft-tissue sarcomas,Utah,White,269,19991772,1.35,1.35
IX(a) Rhabdomyosarcomas,Utah,White,92,19991772,0.45999999999999996,0.46
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Utah,White,36,19991772,0.18000000000000002,0.18
IX(d) Other specified soft tissue sarcomas,Utah,White,109,19991772,0.55,0.55
IX(e) Unspecified soft tissue sarcomas,Utah,White,31,19991772,0.16000000000000003,0.16
"X Germ-cell, trophoblastic and other gonadal neoplasms",Utah,White,276,19991772,1.3800000000000001,1.38
X(a) Intracranial & intraspinal germ cell tumors,Utah,White,34,19991772,0.17,0.17
X(b) Extracranial & extragonadal germ cell tumors,Utah,White,45,19991772,0.22999999999999998,0.23
X(c) Malignant gonadal germ cell tumors,Utah,White,180,19991772,0.9,0.9
XI Carcinomas and other malignant epithelial neoplasms,Utah,White,472,19991772,2.3600000000000003,2.36
XI(b) Thyroid carcinomas,Utah,White,191,19991772,0.96,0.96
XI(d) Malignant melanomas,Utah,White,154,19991772,0.77,0.77
XI(f) Other and unspecified carcinomas,Utah,White,122,19991772,0.61,0.61
I Leukemia,Vermont,White,176,3323345,5.300000000000001,5.3
I(a) Lymphoid leukemias,Vermont,White,135,3323345,4.0600000000000005,4.06
I(b) Acute myeloid leukemias,Vermont,White,25,3323345,0.75,0.75
II Lymphoma and reticuloendothelial neoplasms,Vermont,White,104,3323345,3.1300000000000003,3.13
II(a) Hodgkin lymphomas,Vermont,White,61,3323345,1.8399999999999999,1.84
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Vermont,White,25,3323345,0.75,0.75
III CNS and misc intracranial and intraspinal neoplasms,Vermont,White,85,3323345,2.5600000000000005,2.56
III(b) Astrocytomas,Vermont,White,36,3323345,1.08,1.08
III(c) Intracranial and intraspinal embryonal tumors,Vermont,White,22,3323345,0.66,0.66
IV Sympathetic nervous system tumors,Vermont,White,30,3323345,0.9,0.9
IV(a) Neuroblastoma and ganglioneuroblastoma,Vermont,White,29,3323345,0.87,0.87
VI Renal tumors,Vermont,White,19,3323345,0.5700000000000001,0.57
VI(a) Nephroblastoma and other nonepithelial renal tumors,Vermont,White,17,3323345,0.51,0.51
VIII Malignant bone tumors,Vermont,White,34,3323345,1.02,1.02
VIII(a) Osteosarcomas,Vermont,White,23,3323345,0.6900000000000001,0.69
IX Soft-tissue sarcomas,Vermont,White,40,3323345,1.2000000000000002,1.2
IX(d) Other specified soft tissue sarcomas,Vermont,White,16,3323345,0.48,0.48
"X Germ-cell, trophoblastic and other gonadal neoplasms",Vermont,White,37,3323345,1.11,1.11
X(c) Malignant gonadal germ cell tumors,Vermont,White,25,3323345,0.75,0.75
XI Carcinomas and other malignant epithelial neoplasms,Vermont,White,85,3323345,2.5600000000000005,2.56
XI(b) Thyroid carcinomas,Vermont,White,38,3323345,1.1400000000000001,1.14
XI(d) Malignant melanomas,Vermont,White,22,3323345,0.66,0.66
XI(f) Other and unspecified carcinomas,Vermont,White,22,3323345,0.66,0.66
I Leukemia,Virginia,Asian or Pacific Islander,120,3068301,3.91,3.91
I(a) Lymphoid leukemias,Virginia,Asian or Pacific Islander,91,3068301,2.97,2.97
I(b) Acute myeloid leukemias,Virginia,Asian or Pacific Islander,18,3068301,0.5900000000000001,0.59
II Lymphoma and reticuloendothelial neoplasms,Virginia,Asian or Pacific Islander,57,3068301,1.8600000000000003,1.86
II(a) Hodgkin lymphomas,Virginia,Asian or Pacific Islander,30,3068301,0.9800000000000001,0.98
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Virginia,Asian or Pacific Islander,20,3068301,0.65,0.65
III CNS and misc intracranial and intraspinal neoplasms,Virginia,Asian or Pacific Islander,45,3068301,1.47,1.47
III(b) Astrocytomas,Virginia,Asian or Pacific Islander,22,3068301,0.7200000000000001,0.72
IV Sympathetic nervous system tumors,Virginia,Asian or Pacific Islander,16,3068301,0.52,0.52
IV(a) Neuroblastoma and ganglioneuroblastoma,Virginia,Asian or Pacific Islander,16,3068301,0.52,0.52
VIII Malignant bone tumors,Virginia,Asian or Pacific Islander,26,3068301,0.8500000000000001,0.85
IX Soft-tissue sarcomas,Virginia,Asian or Pacific Islander,30,3068301,0.9800000000000001,0.98
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,Asian or Pacific Islander,25,3068301,0.81,0.81
XI Carcinomas and other malignant epithelial neoplasms,Virginia,Asian or Pacific Islander,33,3068301,1.08,1.08
XI(b) Thyroid carcinomas,Virginia,Asian or Pacific Islander,27,3068301,0.8800000000000001,0.88
I Leukemia,Virginia,Black or African American,320,11369825,2.8100000000000005,2.81
I(a) Lymphoid leukemias,Virginia,Black or African American,196,11369825,1.72,1.72
I(b) Acute myeloid leukemias,Virginia,Black or African American,77,11369825,0.68,0.68
I(c) Chronic myeloproliferative diseases,Virginia,Black or African American,25,11369825,0.22000000000000003,0.22
II Lymphoma and reticuloendothelial neoplasms,Virginia,Black or African American,237,11369825,2.08,2.08
II(a) Hodgkin lymphomas,Virginia,Black or African American,107,11369825,0.9400000000000001,0.94
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Virginia,Black or African American,96,11369825,0.8400000000000001,0.84
II(c) Burkitt lymphoma,Virginia,Black or African American,18,11369825,0.16000000000000003,0.16
III CNS and misc intracranial and intraspinal neoplasms,Virginia,Black or African American,228,11369825,2.0100000000000002,2.01
III(a) Ependymomas and choroid plexus tumor,Virginia,Black or African American,22,11369825,0.19,0.19
III(b) Astrocytomas,Virginia,Black or African American,106,11369825,0.9300000000000002,0.93
III(c) Intracranial and intraspinal embryonal tumors,Virginia,Black or African American,36,11369825,0.32000000000000006,0.32
III(d) Other gliomas,Virginia,Black or African American,54,11369825,0.47000000000000003,0.47
IV Sympathetic nervous system tumors,Virginia,Black or African American,69,11369825,0.61,0.61
IV(a) Neuroblastoma and ganglioneuroblastoma,Virginia,Black or African American,67,11369825,0.5900000000000001,0.59
V Retinoblastoma,Virginia,Black or African American,30,11369825,0.26,0.26
VI Renal tumors,Virginia,Black or African American,86,11369825,0.76,0.76
VI(a) Nephroblastoma and other nonepithelial renal tumors,Virginia,Black or African American,79,11369825,0.6900000000000001,0.69
VIII Malignant bone tumors,Virginia,Black or African American,74,11369825,0.65,0.65
VIII(a) Osteosarcomas,Virginia,Black or African American,58,11369825,0.51,0.51
IX Soft-tissue sarcomas,Virginia,Black or African American,111,11369825,0.9800000000000001,0.98
IX(a) Rhabdomyosarcomas,Virginia,Black or African American,45,11369825,0.4,0.4
IX(d) Other specified soft tissue sarcomas,Virginia,Black or African American,34,11369825,0.30000000000000004,0.3
IX(e) Unspecified soft tissue sarcomas,Virginia,Black or African American,17,11369825,0.15000000000000002,0.15
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,Black or African American,61,11369825,0.54,0.54
X(c) Malignant gonadal germ cell tumors,Virginia,Black or African American,29,11369825,0.26,0.26
XI Carcinomas and other malignant epithelial neoplasms,Virginia,Black or African American,84,11369825,0.7400000000000001,0.74
XI(b) Thyroid carcinomas,Virginia,Black or African American,19,11369825,0.17,0.17
XI(f) Other and unspecified carcinomas,Virginia,Black or African American,49,11369825,0.43,0.43
I Leukemia,Virginia,White,1357,32693975,4.15,4.15
I(a) Lymphoid leukemias,Virginia,White,1018,32693975,3.1100000000000003,3.11
I(b) Acute myeloid leukemias,Virginia,White,240,32693975,0.73,0.73
I(c) Chronic myeloproliferative diseases,Virginia,White,36,32693975,0.11000000000000001,0.11
I(d) Myelodysplastic syndrome and other myeloproliferative,Virginia,White,24,32693975,0.06999999999999999,0.07
I(e) Unspecified and other specified leukemias,Virginia,White,39,32693975,0.12,0.12
II Lymphoma and reticuloendothelial neoplasms,Virginia,White,842,32693975,2.58,2.58
II(a) Hodgkin lymphomas,Virginia,White,406,32693975,1.2400000000000002,1.24
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Virginia,White,283,32693975,0.87,0.87
II(c) Burkitt lymphoma,Virginia,White,59,32693975,0.18000000000000002,0.18
II(d) Miscellaneous lymphoreticular neoplasms,Virginia,White,81,32693975,0.25,0.25
III CNS and misc intracranial and intraspinal neoplasms,Virginia,White,983,32693975,3.0100000000000002,3.01
III(a) Ependymomas and choroid plexus tumor,Virginia,White,81,32693975,0.25,0.25
III(b) Astrocytomas,Virginia,White,505,32693975,1.54,1.54
III(c) Intracranial and intraspinal embryonal tumors,Virginia,White,202,32693975,0.6200000000000001,0.62
III(d) Other gliomas,Virginia,White,161,32693975,0.49000000000000005,0.49
III(f) Unspecified intracranial and intraspinal neoplasms,Virginia,White,21,32693975,0.06,0.06
IV Sympathetic nervous system tumors,Virginia,White,312,32693975,0.9500000000000001,0.95
IV(a) Neuroblastoma and ganglioneuroblastoma,Virginia,White,308,32693975,0.9400000000000001,0.94
V Retinoblastoma,Virginia,White,63,32693975,0.19,0.19
VI Renal tumors,Virginia,White,202,32693975,0.6200000000000001,0.62
VI(a) Nephroblastoma and other nonepithelial renal tumors,Virginia,White,185,32693975,0.5700000000000001,0.57
VI(b) Renal carcinomas,Virginia,White,17,32693975,0.05,0.05
VII Hepatic tumor,Virginia,White,77,32693975,0.24,0.24
VII(a) Hepatoblastoma,Virginia,White,61,32693975,0.19,0.19
VIII Malignant bone tumors,Virginia,White,291,32693975,0.8900000000000001,0.89
VIII(a) Osteosarcomas,Virginia,White,150,32693975,0.45999999999999996,0.46
VIII(c) Ewing tumor and related sarcomas of bone,Virginia,White,117,32693975,0.36000000000000004,0.36
IX Soft-tissue sarcomas,Virginia,White,349,32693975,1.07,1.07
IX(a) Rhabdomyosarcomas,Virginia,White,137,32693975,0.42000000000000004,0.42
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Virginia,White,19,32693975,0.06,0.06
IX(d) Other specified soft tissue sarcomas,Virginia,White,151,32693975,0.45999999999999996,0.46
IX(e) Unspecified soft tissue sarcomas,Virginia,White,41,32693975,0.13,0.13
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,White,297,32693975,0.91,0.91
X(a) Intracranial & intraspinal germ cell tumors,Virginia,White,52,32693975,0.16000000000000003,0.16
X(b) Extracranial & extragonadal germ cell tumors,Virginia,White,33,32693975,0.1,0.1
X(c) Malignant gonadal germ cell tumors,Virginia,White,191,32693975,0.58,0.58
XI Carcinomas and other malignant epithelial neoplasms,Virginia,White,626,32693975,1.9100000000000001,1.91
XI(b) Thyroid carcinomas,Virginia,White,298,32693975,0.91,0.91
XI(d) Malignant melanomas,Virginia,White,162,32693975,0.5,0.5
XI(f) Other and unspecified carcinomas,Virginia,White,151,32693975,0.45999999999999996,0.46
XII Other and unspecified malignant neoplasms,Virginia,White,25,32693975,0.08000000000000002,0.08
I Leukemia,Washington,American Indian or Alaska Native,55,1246178,4.41,4.41
I(a) Lymphoid leukemias,Washington,American Indian or Alaska Native,36,1246178,2.89,2.89
II Lymphoma and reticuloendothelial neoplasms,Washington,American Indian or Alaska Native,21,1246178,1.69,1.69
III CNS and misc intracranial and intraspinal neoplasms,Washington,American Indian or Alaska Native,39,1246178,3.1300000000000003,3.13
III(b) Astrocytomas,Washington,American Indian or Alaska Native,20,1246178,1.6,1.6
XI Carcinomas and other malignant epithelial neoplasms,Washington,American Indian or Alaska Native,16,1246178,1.2800000000000002,1.28
I Leukemia,Washington,Asian or Pacific Islander,177,3757745,4.71,4.71
I(a) Lymphoid leukemias,Washington,Asian or Pacific Islander,121,3757745,3.2200000000000006,3.22
I(b) Acute myeloid leukemias,Washington,Asian or Pacific Islander,35,3757745,0.9300000000000002,0.93
II Lymphoma and reticuloendothelial neoplasms,Washington,Asian or Pacific Islander,92,3757745,2.45,2.45
II(a) Hodgkin lymphomas,Washington,Asian or Pacific Islander,32,3757745,0.8500000000000001,0.85
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Washington,Asian or Pacific Islander,46,3757745,1.22,1.22
III CNS and misc intracranial and intraspinal neoplasms,Washington,Asian or Pacific Islander,106,3757745,2.8200000000000003,2.82
III(b) Astrocytomas,Washington,Asian or Pacific Islander,50,3757745,1.33,1.33
III(c) Intracranial and intraspinal embryonal tumors,Washington,Asian or Pacific Islander,16,3757745,0.43,0.43
III(d) Other gliomas,Washington,Asian or Pacific Islander,29,3757745,0.77,0.77
IV Sympathetic nervous system tumors,Washington,Asian or Pacific Islander,33,3757745,0.8800000000000001,0.88
IV(a) Neuroblastoma and ganglioneuroblastoma,Washington,Asian or Pacific Islander,33,3757745,0.8800000000000001,0.88
V Retinoblastoma,Washington,Asian or Pacific Islander,17,3757745,0.45,0.45
VIII Malignant bone tumors,Washington,Asian or Pacific Islander,29,3757745,0.77,0.77
VIII(a) Osteosarcomas,Washington,Asian or Pacific Islander,23,3757745,0.61,0.61
IX Soft-tissue sarcomas,Washington,Asian or Pacific Islander,42,3757745,1.1199999999999999,1.12
IX(d) Other specified soft tissue sarcomas,Washington,Asian or Pacific Islander,24,3757745,0.6400000000000001,0.64
"X Germ-cell, trophoblastic and other gonadal neoplasms",Washington,Asian or Pacific Islander,38,3757745,1.01,1.01
X(c) Malignant gonadal germ cell tumors,Washington,Asian or Pacific Islander,18,3757745,0.48,0.48
XI Carcinomas and other malignant epithelial neoplasms,Washington,Asian or Pacific Islander,74,3757745,1.97,1.97
XI(b) Thyroid carcinomas,Washington,Asian or Pacific Islander,47,3757745,1.25,1.25
XI(f) Other and unspecified carcinomas,Washington,Asian or Pacific Islander,20,3757745,0.53,0.53
I Leukemia,Washington,Black or African American,80,2671343,2.99,2.99
I(a) Lymphoid leukemias,Washington,Black or African American,57,2671343,2.1300000000000003,2.13
I(b) Acute myeloid leukemias,Washington,Black or African American,17,2671343,0.6400000000000001,0.64
II Lymphoma and reticuloendothelial neoplasms,Washington,Black or African American,60,2671343,2.25,2.25
II(a) Hodgkin lymphomas,Washington,Black or African American,27,2671343,1.01,1.01
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Washington,Black or African American,27,2671343,1.01,1.01
III CNS and misc intracranial and intraspinal neoplasms,Washington,Black or African American,67,2671343,2.5100000000000002,2.51
III(b) Astrocytomas,Washington,Black or African American,32,2671343,1.2000000000000002,1.2
III(d) Other gliomas,Washington,Black or African American,17,2671343,0.6400000000000001,0.64
IV Sympathetic nervous system tumors,Washington,Black or African American,20,2671343,0.75,0.75
IV(a) Neuroblastoma and ganglioneuroblastoma,Washington,Black or African American,19,2671343,0.71,0.71
VI Renal tumors,Washington,Black or African American,26,2671343,0.97,0.97
VI(a) Nephroblastoma and other nonepithelial renal tumors,Washington,Black or African American,23,2671343,0.86,0.86
VIII Malignant bone tumors,Washington,Black or African American,19,2671343,0.71,0.71
IX Soft-tissue sarcomas,Washington,Black or African American,37,2671343,1.3900000000000001,1.39
IX(a) Rhabdomyosarcomas,Washington,Black or African American,16,2671343,0.6000000000000001,0.6
XI Carcinomas and other malignant epithelial neoplasms,Washington,Black or African American,21,2671343,0.79,0.79
I Leukemia,Washington,White,1501,32844839,4.57,4.57
I(a) Lymphoid leukemias,Washington,White,1119,32844839,3.41,3.41
